Деталь;Зона;Фрагмент;Материал;Кол-во;Пл.ядра мм²;Пл.раскроя мм²;Направление ворса °
20;20;20-20-1;{7B92DCC0-8A84-4B12-9C10-40DF1D2C7B62};1;2187.4;7291.4;90
20;20;"20-20-2, 20-20-3, 20-20-4, 20-20-5, 20-20-6, 20-20-7, 20-20-8, 20-20-9, 20-20-10, 20-20-11, 20-20-12, 20-20-13, 20-20-14, 20-20-15, 20-20-16";{7B92DCC0-8A84-4B12-9C10-40DF1D2C7B62};15;504.7;2100.4;90
20;20;"20-20-17, 20-20-18";{7B92DCC0-8A84-4B12-9C10-40DF1D2C7B62};2;501.5;2084.1;90
